,AMP_comp,C_comp,CIP_comp,CN_comp,TE_comp,SxT_comp,NA_comp,NUM_FOUND,APH(3'')-Ib,APH(6)-Id,CRP,Escherichia coli parE conferring resistance to fluoroquinolones,Vibrio cholerae varG,almG,catB9,dfrA1,floR,rsmA,sul2,DRUG_RESISTANCES,DRUG_CLASS_RESISTANCES,WHO_SUGGESTED_DRUG_RESISTANCES
Iso02556,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02557,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02558,I_no,S_yes,SD_yes,S_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02559,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02560,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02561,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02563,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02564,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02565,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02566,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02567,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02568,I_no,S_yes,SD_yes,nodata_no,S_no,R_no,R_yes,7,.,.,100.0,99.37,100.0,100.0,100.0,100.0,.,106.56,.,enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9);thiamphenicol (catB9);trimethoprim (dfrA1),.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02569,I_no,S_yes,SD_yes,S_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02570,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02571,I_no,S_yes,SD_yes,S_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02572,I_no,S_yes,SD_yes,S_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
Iso02573,I_no,S_yes,SD_yes,nodata_no,S_no,R_yes,R_yes,11,100.0,100.0,100.0,99.37,100.0,100.0,100.0,100.0,100.0,106.56,100.0,"streptomycin (APH(3'')-Ib,APH(6)-Id);enoxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);levofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);moxifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);gatifloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);lomefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);nalidixic acid (Escherichia coli parE conferring resistance to fluoroquinolones);norfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);ofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);trovafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);grepafloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);sparfloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);pefloxacin (Escherichia coli parE conferring resistance to fluoroquinolones);meropenem (Vibrio cholerae varG);azidamfenicol (catB9);chloramphenicol (catB9,floR);thiamphenicol (catB9);trimethoprim (dfrA1);florfenicol (floR);sulfadiazine (sul2);sulfadimidine (sul2);sulfadoxine (sul2);sulfamethoxazole (sul2);sulfisoxazole (sul2);sulfacetamide (sul2);mafenide (sul2);sulfasalazine (sul2);sulfamethizole (sul2);trimethoprim-sulfamethoxazole (trimethoprim+sulfamethoxazole)",.,ciprofloxacin (Escherichia coli parE conferring resistance to fluoroquinolones)
